P1,E1,E2,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,E3,E4,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24S,M1S,M2,M3,M4,E5S,E6S,E7,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119S,M120,M121S,Target
20,34.2,71,Feature3-A,Feature4-A,7,7,37,5,7,14,9,12,5,7,6,35.2,70.2,5,26,25,1,496,Feature23-A,FALSE,Feature25-A,Feature26-A,12,47.87,95.6,22.62,97.49,5.216550077,5.239431522,0.022881445,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,337,200,8,0
20,46.7,69.3,Feature3-C,Feature4-C,5,5,5,35,6,5,5,7,6,6,5,44,71.4,5,26,26,0,498,Feature23-A,FALSE,Feature25-A,Feature26-A,10,47.87,37.3,22.62,21.33,8.901362465,9.078097446,0.176734981,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,337,200,8,1
20,46.7,69.3,Feature3-E,Feature4-G,5,8,7,31,5,6,8,13,6,7,5,45.3,70.8,6,26,23,3,498,Feature23-A,FALSE,Feature25-A,Feature26-A,10,47.87,37.3,22.62,21.33,8.901362465,9.207172429,0.305809964,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,337,200,8,0
44,40.1,70.1,Feature3-C,Feature4-C,6,7,7,7,12,6,6,6,5,5,5,42.5,70.8,6,26,26,0,511,Feature23-A,FALSE,Feature25-A,Feature26-A,14,19.41,83.96,22.62,23.57,7.071382362,8.268091452,1.19670909,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,348,204,8,0
20,46.5,69.3,Feature3-B,Feature4-B,30,5,5,6,5,37,5,5,5,16,5,45.3,70.6,5,26,26,0,498,Feature23-A,FALSE,Feature25-A,Feature26-A,10,47.87,37.3,22.62,21.33,8.838130042,9.106725144,0.268595102,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,337,200,8,0
25,41.73,72.05,Feature3-E,Feature4-G,7,5,14,10,8,6,5,6,5,5,7,41.5,71.1,5,26,26,0,511,Feature23-A,FALSE,Feature25-A,Feature26-A,14,19.41,83.96,22.62,23.57,8.6220911,8.068528587,-0.553562512,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,348,204,8,0
21,46.6,69.4,Feature3-D,Feature4-E,6,5,5,5,5,5,5,5,12,5,6,45.8,0.7,5,26,26,0,498,Feature23-A,FALSE,Feature25-A,Feature26-A,10,19.41,83.96,22.62,23.57,8.920191096,-26.44350798,-35.36369907,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,348,204,8,0
22,41.2,71.4,Feature3-A,Feature4-A,5,40,5,5,5,5,5,5,5,5,11,41.5,70.5,5,26,23,3,511,Feature23-B,TRUE,Feature25-A,Feature26-A,14,19.41,83.96,22.62,23.57,8.111378853,7.770108515,-0.341270339,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,348,204,8,0
20,41.2,71.2,Feature3-D,Feature4-E,10,6,9,5,6,5,33,8,5,6,5,41.6,70.5,5,26,26,0,511,Feature23-A,FALSE,Feature25-A,Feature26-A,14,19.41,83.96,22.62,23.57,8.012010628,7.805279448,-0.206731181,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,348,204,8,0
42,40.1,70.1,Feature3-C,Feature4-D,53,7,32,7,5,5,5,22,5,5,5,42.3,70.7,5,26,26,0,511,Feature23-A,FALSE,Feature25-A,Feature26-A,14,19.41,83.96,22.62,23.57,7.071382362,8.149084529,1.077702167,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,348,204,8,0
26,44.22,69.41,Feature3-A,Feature4-A,7,6,11,6,11,42,15,12,12,9,5,42.8,74.3,5,26,26,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,12,28.2,83.96,27.49,23.57,8.154787265,10.11647231,1.961685044,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,343,201,8,0
20,41.2,70.1,Feature3-C,Feature4-D,7,8,7,8,5,5,6,6,6,9,6,39.9,73.5,5,24,24,0,513,Feature23-A,FALSE,Feature25-A,Feature26-A,14,28.18,37.3,27.49,21.33,7.465302964,8.681583988,1.216281023,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,344,204,8,0
20,40.9,71.2,Feature3-C,Feature4-D,11,9,6,6,5,8,7,33,12,6,10,42.7,70.6,7,25,25,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,12,28.2,37.3,27.49,21.33,7.905074445,8.237174423,0.332099978,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,339,202,8,0
29,39.86,71.06,Feature3-A,Feature4-A,10,16,19,7,8,5,11,11,7,5,5,40.9,72.9,5,26,25,1,513,Feature23-A,FALSE,Feature25-A,Feature26-A,14,28.2,37.3,27.49,21.33,7.459568313,8.748696279,1.289127967,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,339,202,8,0
23,43.7,69.6,Feature3-B,Feature4-B,5,14,6,5,5,5,5,5,5,5,5,43.9,70.1,5,27,27,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,12,19.41,83.96,27.49,23.57,8.076659059,8.393902578,0.317243519,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,342,200,8,0
23,42.7,70.7,Feature3-D,Feature4-E,6,9,10,5,5,5,6,11,7,6,10,43,70.4,5,26,26,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,12,28.2,83.96,27.49,23.57,8.287071745,8.239994238,-0.047077507,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,343,201,8,0
23,39.6,71.2,Feature3-D,Feature4-E,8,22,5,5,8,43,5,10,10,5,5,41.5,72.5,6,27,26,1,513,Feature23-A,FALSE,Feature25-A,Feature26-A,14,28.2,37.3,27.49,21.33,7.433466362,8.764485207,1.331018845,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,339,202,8,0
21,43.9,69.7,Feature3-E,Feature4-G,25,5,9,5,6,10,8,5,5,6,13,44,73.5,5,26,26,0,505,Feature23-A,FALSE,Feature25-A,Feature26-A,12,19.41,83.96,27.49,23.57,8.193625562,10.12847535,1.934849785,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,342,200,8,0
39,40.1,70.1,Feature3-C,Feature4-C,5,5,6,19,6,46,7,5,9,22,6,40.1,70.1,5,26,25,1,505,Feature23-A,FALSE,Feature25-A,Feature26-A,12,19.41,83.96,27.49,23.57,7.071382362,7.071382362,0,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,36,342,200,8,1
43,39.6,71.4,Feature3-B,Feature4-B,5,5,6,5,5,5,30,5,5,5,5,41.6,72.5,7,27,26,1,513,Feature23-A,FALSE,Feature25-A,Feature26-A,14,28.2,37.3,27.49,21.33,7.53240135,8.799920691,1.267519341,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,339,202,8,0
25,42.7,71.5,Feature3-C,Feature4-F,18,5,18,9,16,5,15,13,15,8,6,43,72.3,6,26,26,0,518,Feature23-A,FALSE,Feature25-A,Feature26-A,15,28.17,37.3,22.62,59.1,8.68615943,9.188441999,0.50228257,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,341,203,8,0
21,43.7,71.5,Feature3-D,Feature4-E,5,5,7,17,6,8,7,5,5,5,6,44.3,71.5,5,25,25,0,518,Feature23-A,FALSE,Feature25-A,Feature26-A,15,28.17,37.3,22.62,59.1,9.027185724,9.228485201,0.201299477,18.5852,25.1884,26.22,3.79,106.2,47.5,479,1.73,69.8,0.1079,1.006,0,3.0193,5.0903,40.7,48,1.007,300,8.3,0.545,69.2,0.109,0.25,0,0,0,4.7528,2.596,2.1568,0.39,3.6939,1.5371,19.4308,25.8051,24.7,5,158.8,49.4,5.3,169.7,726,1.74,70.2,0.1088,1.0092,0,0,31.6464,29.4448,2.54,2.2016,46.8,3.2797,1.7692,1.4257,1.21,1.078,49.3,2.596,4.7528,41.61,3.6939,49.4,486,13.4,0.44,70.2,0.109,0.2509,16,256.4,50.2,16.6,266.6,517,3.07,70.4,0.0962,1.0021,18.1026,57.7,30.7035,3.4115,1.1951,2.0114,18.1026,3.4115,35,2.2164,0.013,0.205,48.9,503,16.1,0.376,70.7,0.0938,0.25,0,3.4493,3.4533,0.114,0.0011,13.2495,16.2969,18.7,73,2.0447,4.7005,57,1.8369,2.0478,10.29,35,341,203,8,0
